,Country,NAME,GIS_AREA,Land_area,ISO3,region_remastered,region_bigger,Number_of_parks,Number_of_posts,post_density_total,post_density_land
43,Australia,Badgingarra,131.482520220496,131.483,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.038027868583709885,0.03802772982058517
44,Australia,Bago Bluff,39.8955307175301,39.896,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.025065464276694028,0.025065169440545418
45,Australia,Bald Rock,89.0101807875854,89.01,AUS,Australia and New Zealand,Australia and New Zealand,1,44,0.4943254761497671,0.4943264801707673
46,Australia,Ban Ban,19.662428416913,19.662,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.10171683566205196,0.10171905197843556
47,Australia,Bangadilly,21.4027230643978,21.403,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.046723026644373236,0.04672242209036117
48,Australia,Barmah,284.975260652477,284.975,AUS,Australia and New Zealand,Australia and New Zealand,1,42,0.1473812144388855,0.1473813492411615
49,Australia,Barnard Island Group,0.310667394479662,0.16,AUS,Australia and New Zealand,Australia and New Zealand,1,1,3.218876579162431,6.25
50,Australia,Barrington Tops,771.255588886637,771.256,AUS,Australia and New Zealand,Australia and New Zealand,1,264,0.342298978191008,0.3422987957306005
51,Australia,Barron Gorge,28.0992470512125,28.099,AUS,Australia and New Zealand,Australia and New Zealand,1,795,28.292573055465386,28.29282180860529
52,Australia,Basket Swamp,28.1506760515587,28.151,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.03552312556076713,0.035522716777379136
53,Australia,Baw Baw,128.038175642896,128.038,AUS,Australia and New Zealand,Australia and New Zealand,1,256,1.9994036834295037,1.9994064262172166
54,Australia,Beelu,46.3380198757099,46.338,AUS,Australia and New Zealand,Australia and New Zealand,1,99,2.1364745465072232,2.1364754629030167
55,Australia,Belair,8.39203210329878,8.392,AUS,Australia and New Zealand,Australia and New Zealand,1,886,105.57633587361123,105.5767397521449
56,Australia,Belford,2.89284262864198,2.893,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.34568074671571103,0.34566194262011757
57,Australia,Bellinger River,28.409468003638,28.409,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.07039906554194848,0.0704002252807209
58,Australia,Bellthorpe,76.7363608296861,76.736,AUS,Australia and New Zealand,Australia and New Zealand,1,705,9.187300418959467,9.18734361968307
59,Australia,Ben Boyd,107.837995450433,105.526,AUS,Australia and New Zealand,Australia and New Zealand,1,379,3.5145312041172425,3.5915319447339993
60,Australia,Ben Lomond,182.049024904386,182.049,AUS,Australia and New Zealand,Australia and New Zealand,1,141,0.7745166450303957,0.774516750984625
61,Australia,Benambra,14.0312909267928,14.031,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.21380783961021643,0.2138122728244601
62,Australia,Berowra Valley,36.0414651138399,36.041,AUS,Australia and New Zealand,Australia and New Zealand,1,640,17.7573247363421,17.757553896950697
63,Australia,Biamanga,136.012466807248,136.012,AUS,Australia and New Zealand,Australia and New Zealand,1,14,0.10293174095460161,0.10293209422697998
64,Australia,Bindarri,55.9498253844778,55.95,AUS,Australia and New Zealand,Australia and New Zealand,1,8,0.14298525410982688,0.14298480786416443
65,Australia,Black Mountain,9.07047338739054,9.07,AUS,Australia and New Zealand,Australia and New Zealand,1,22,2.425452240517418,2.4255788313120177
66,Australia,Blackdown Tableland,480.913121128467,480.913,AUS,Australia and New Zealand,Australia and New Zealand,1,208,0.4325105530743809,0.432510662011632
67,Australia,Blackwood River,205.378675507114,205.379,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.014607164023200085,0.014607140944302972
68,Australia,Bladensburg,846.530115420988,846.53,AUS,Australia and New Zealand,Australia and New Zealand,1,63,0.07442145158494387,0.07442146173201186
69,Australia,Blue Mountains,2698.94402810395,2698.944,AUS,Australia and New Zealand,Australia and New Zealand,1,9509,3.5232297894966793,3.5232298261838704
70,Australia,Bongil Bongil,42.6576943303901,42.304,AUS,Australia and New Zealand,Australia and New Zealand,1,19,0.4454061640754002,0.4491301059001513
71,Australia,Boodjamulla (Lawn Hill),2830.977833077,2830.978,AUS,Australia and New Zealand,Australia and New Zealand,1,277,0.09784605049306504,0.09784604472376683
72,Australia,Boonoo Boonoo,48.2074971706587,48.207,AUS,Australia and New Zealand,Australia and New Zealand,1,11,0.22818027579940628,0.2281826290787645
73,Australia,Boorabbin,282.56259482662,282.563,AUS,Australia and New Zealand,Australia and New Zealand,1,39,0.13802251506053143,0.13802231714697255
74,Australia,Boorara-Gardner,110.428289037699,110.428,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.03622260233185759,0.0362226971420292
75,Australia,Booti Booti,15.4275500609714,14.002,AUS,Australia and New Zealand,Australia and New Zealand,1,138,8.945036603647928,9.855734895014997
76,Australia,Border Ranges,317.63253865482,317.633,AUS,Australia and New Zealand,Australia and New Zealand,1,133,0.4187228442125533,0.4187222360397062
77,Australia,Bouddi,16.2199837085051,12.044,AUS,Australia and New Zealand,Australia and New Zealand,1,572,35.26514022946068,47.492527399535035
78,Australia,Bournda,26.6711508165677,26.239,AUS,Australia and New Zealand,Australia and New Zealand,1,145,5.436585807535844,5.526125233431152
79,Australia,Bowling Green Bay,579.9958337106,570.081,AUS,Australia and New Zealand,Australia and New Zealand,1,112,0.19310483539763587,0.19646330959986388
80,Australia,Bramley,39.0154840460644,39.015,AUS,Australia and New Zealand,Australia and New Zealand,1,66,1.6916360674155881,1.6916570549788543
81,Australia,Brampton Islands,9.74821388812542,9.147,AUS,Australia and New Zealand,Australia and New Zealand,1,40,4.1033157929295285,4.373018476003061
82,Australia,Bribie Island,86.4612754353666,84.862,AUS,Australia and New Zealand,Australia and New Zealand,1,90,1.0409284335306705,1.0605453559897247
83,Australia,Brindabella,213.360761892291,213.361,AUS,Australia and New Zealand,Australia and New Zealand,1,44,0.20622348556391135,0.20622325542156253
84,Australia,Brisbane Ranges,88.9443534047728,88.944,AUS,Australia and New Zealand,Australia and New Zealand,1,269,3.0243628707470633,3.0243748875697065
85,Australia,Brisbane Water,121.324893371989,119.166,AUS,Australia and New Zealand,Australia and New Zealand,1,1223,10.080371521532788,10.262994478290787
86,Australia,Broadwater,41.134304047671,41.134,AUS,Australia and New Zealand,Australia and New Zealand,1,59,1.4343259565452777,1.434336558564691
87,Australia,Budawang,238.505614450495,238.506,AUS,Australia and New Zealand,Australia and New Zealand,1,22,0.09224101516723998,0.09224086605787694
88,Australia,Budderoo,72.2761531529696,72.276,AUS,Australia and New Zealand,Australia and New Zealand,1,374,5.174597480422677,5.17460844540373
89,Australia,Budj Bim,85.8481730357587,85.848,AUS,Australia and New Zealand,Australia and New Zealand,1,41,0.4775873329642332,0.4775882955922095
90,Australia,Bugong,10.0584198383564,10.058,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.49709597335887573,0.49711672300656196
91,Australia,Bundjalung,212.882182958241,212.722,AUS,Australia and New Zealand,Australia and New Zealand,1,111,0.5214151717984487,0.5218078054926147
92,Australia,Bungawalbin,37.2437694979516,37.244,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.10740051433891512,0.1073998496402105
93,Australia,Bungonia,7.70799078415834,7.708,AUS,Australia and New Zealand,Australia and New Zealand,1,100,12.973549502098857,12.973533990659055
94,Australia,Bunya Mountains,194.633867342238,194.634,AUS,Australia and New Zealand,Australia and New Zealand,1,198,1.0172946913285297,1.017293997965412
95,Australia,Burleigh Head,0.274189940664216,0.265,AUS,Australia and New Zealand,Australia and New Zealand,1,270,984.7188388674435,1018.8679245283018
96,Australia,Burrowa - Pine Mountain,190.030203926831,190.03,AUS,Australia and New Zealand,Australia and New Zealand,1,84,0.4420349937231202,0.44203546808398675
97,Australia,Burrum Coast,260.342044257963,258.953,AUS,Australia and New Zealand,Australia and New Zealand,1,13,0.04993430867861972,0.050202160237572076
98,Australia,Camooweal Caves,138.274485694167,138.274,AUS,Australia and New Zealand,Australia and New Zealand,1,23,0.16633582026745689,0.16633640453013582
99,Australia,Cania Gorge,29.3709661805299,29.371,AUS,Australia and New Zealand,Australia and New Zealand,1,98,3.3366284036295846,3.3366245616424366
100,Australia,Canunda,95.9167747652792,94.822,AUS,Australia and New Zealand,Australia and New Zealand,1,194,2.0225867735309406,2.04593870620742
101,Australia,Cape Arid,2783.96874474888,2757.854,AUS,Australia and New Zealand,Australia and New Zealand,1,38,0.013649578527659686,0.01377882948118356
102,Australia,Cape Hillsborough,10.7977519614022,10.702,AUS,Australia and New Zealand,Australia and New Zealand,1,47,4.352757885901331,4.391702485516726
103,Australia,Cape Le Grand,2.23238756025384,2.232,AUS,Australia and New Zealand,Australia and New Zealand,1,8,3.583607139922576,3.584229390681003
104,Australia,Cape Le Grand,310.55533805639,301.54,AUS,Australia and New Zealand,Australia and New Zealand,1,461,1.4844375333722089,1.528818730516681
105,Australia,Cape Palmerston,72.2727017585657,69.762,AUS,Australia and New Zealand,Australia and New Zealand,1,6,0.08301889723236872,0.08600670852326481
106,Australia,Cape Range,502.042509529935,501.908,AUS,Australia and New Zealand,Australia and New Zealand,1,622,1.2389389109348168,1.2392709420850037
107,Australia,Capertee,55.6867324358358,55.687,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.017957598807799235,0.017957512525364986
108,Australia,Capricorn Coast,1.80789178898434,1.79,AUS,Australia and New Zealand,Australia and New Zealand,1,26,14.381391717369658,14.525139664804469
109,Australia,Capricornia Cays,1.86293912506215,1.602,AUS,Australia and New Zealand,Australia and New Zealand,1,185,99.30544563222277,115.48064918851435
110,Australia,Carnarvon,3023.78831029233,3023.788,AUS,Australia and New Zealand,Australia and New Zealand,1,349,0.11541813254984765,0.11541814439372072
111,Australia,Carrai,113.726320924162,113.726,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.008793039217955942,0.008793064031092274
112,Australia,Cascade,36.1420354018694,36.142,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.08300583978302531,0.08300592108903768
113,Australia,Cathedral Rock,111.075095684968,111.075,AUS,Australia and New Zealand,Australia and New Zealand,1,70,0.6302042736792639,0.6302048165653837
114,Australia,Cattai,4.30588551038726,4.306,AUS,Australia and New Zealand,Australia and New Zealand,1,49,11.37977307612925,11.379470506270321
115,Australia,Charles Darwin,13.1076568490759,11.552,AUS,Australia and New Zealand,Australia and New Zealand,1,100,7.629128619357325,8.65650969529086
116,Australia,Chillagoe-Mungana Caves,35.0228352129287,35.023,AUS,Australia and New Zealand,Australia and New Zealand,1,52,1.4847455862398078,1.4847386003483425
117,Australia,Chiltern-Mt Pilot,217.100976431633,217.101,AUS,Australia and New Zealand,Australia and New Zealand,1,326,1.5016054066558298,1.50160524364236
118,Australia,Churchill,2.72293640319472,2.723,AUS,Australia and New Zealand,Australia and New Zealand,1,21,7.712262385328383,7.712082262210798
119,Australia,Clump Mountain,3.27814873114765,3.278,AUS,Australia and New Zealand,Australia and New Zealand,1,6,1.8303013353208826,1.8303843807199511
120,Australia,Clyde River,12.6720696499739,12.672,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.23674112302611747,0.23674242424242423
121,Australia,Coalstoun Lakes,0.264248771268016,0.264,AUS,Australia and New Zealand,Australia and New Zealand,1,1,3.7843127716410216,3.7878787878787876
122,Australia,Cobboboonee,185.552740384811,185.553,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.01616790996337974,0.016167887342161
123,Australia,Cocoparra,83.1949002952077,83.195,AUS,Australia and New Zealand,Australia and New Zealand,1,73,0.8774576295057479,0.8774565779193462
124,Australia,Coffin Bay,311.376761179935,295.754,AUS,Australia and New Zealand,Australia and New Zealand,1,213,0.6840587563209763,0.7201931334825564
125,Australia,Columbey,12.9070143514784,12.907,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.15495450346120637,0.15495467575734098
126,Australia,Conimbla,88.7038542716577,88.704,AUS,Australia and New Zealand,Australia and New Zealand,1,39,0.43966522447335327,0.4396645021645022
127,Australia,Conjola,116.17839855695,116.127,AUS,Australia and New Zealand,Australia and New Zealand,1,40,0.34429808378183335,0.3444504723277102
128,Australia,Conondale,360.206456409771,360.206,AUS,Australia and New Zealand,Australia and New Zealand,1,119,0.3303660938954008,0.3303665124956275
129,Australia,Conway,328.02403804613,325.0,AUS,Australia and New Zealand,Australia and New Zealand,1,77,0.2347388943159449,0.23692307692307693
130,Australia,Coolah Tops,162.952797892792,162.953,AUS,Australia and New Zealand,Australia and New Zealand,1,6,0.036820478553227724,0.036820432885555955
131,Australia,Coopracambra,385.710108060489,385.71,AUS,Australia and New Zealand,Australia and New Zealand,1,13,0.033704068750931654,0.03370407819346141
132,Australia,Coorabakh,18.1201024499578,18.12,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.2759366297077225,0.2759381898454746
133,Australia,Coorong,491.198259073728,276.803,AUS,Australia and New Zealand,Australia and New Zealand,1,636,1.2947928626606502,2.2976629588552147
134,Australia,Cottan-Bimbang,306.721860092811,306.722,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.00652056556841048,0.006520562594140623
135,Australia,Cradle Mountain-Lake St Clair,1618.02153816471,1618.022,AUS,Australia and New Zealand,Australia and New Zealand,1,4373,2.7026834296409974,2.702682658208603
136,Australia,Crater Lakes,9.69236616368748,9.692,AUS,Australia and New Zealand,Australia and New Zealand,1,229,23.626841591886013,23.627734213784564
137,Australia,Croajingolong,886.665037991455,881.039,AUS,Australia and New Zealand,Australia and New Zealand,1,176,0.1984966052103389,0.19976414210948665
138,Australia,Crowdy Bay,107.366977761035,107.365,AUS,Australia and New Zealand,Australia and New Zealand,1,115,1.0710928294540776,1.0711125599590183
139,Australia,Crows Nest,18.0044031296393,18.004,AUS,Australia and New Zealand,Australia and New Zealand,1,22,1.2219233174013444,1.2219506776271938
140,Australia,Cunnawarra,162.838796407348,162.839,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.0184231280639988,0.018423105030121775
141,Australia,Currawinya,3451.49474879946,3451.495,AUS,Australia and New Zealand,Australia and New Zealand,1,23,0.006663779514078686,0.006663779029087396
142,Australia,Curtain Fig,1.96162504651407,1.962,AUS,Australia and New Zealand,Australia and New Zealand,1,143,72.89874293464997,72.88481141692151
143,Australia,Curtis Island,103.175946933288,103.002,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.01938436292029546,0.019417098697112677
144,Australia,D'Aguilar,393.170486257623,393.17,AUS,Australia and New Zealand,Australia and New Zealand,1,812,2.0652618352129846,2.0652643894498564
145,Australia,D'Entrecasteaux,1192.89924424389,1177.401,AUS,Australia and New Zealand,Australia and New Zealand,1,190,0.1592758155534167,0.1613723786543412
146,Australia,Daintree,1168.61785437457,1167.548,AUS,Australia and New Zealand,Australia and New Zealand,1,1335,1.1423751528376875,1.1434219406825243
147,Australia,Dalrymple,17.4283577012143,17.428,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.28688876403148594,0.28689465228368144
148,Australia,Danbulla,114.891675594355,114.892,AUS,Australia and New Zealand,Australia and New Zealand,1,53,0.4613040912304709,0.4613027887059151
149,Australia,Dandenong Ranges,35.4163617865816,35.416,AUS,Australia and New Zealand,Australia and New Zealand,1,1414,39.925049572306165,39.925457420374975
150,Australia,Davies Creek,5.02306245333269,5.023,AUS,Australia and New Zealand,Australia and New Zealand,1,12,2.388980848135437,2.389010551463269
151,Australia,Dawes,89.5176682012911,89.518,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.022341958187547542,0.022341875377019146
152,Australia,Deer Reserve,32.3900715154935,32.39,AUS,Australia and New Zealand,Australia and New Zealand,1,6,0.18524194974777852,0.18524235875270145
153,Australia,Deua,1218.60189481229,1218.602,AUS,Australia and New Zealand,Australia and New Zealand,1,67,0.05498104039163708,0.05498103564576457
154,Australia,Dharawal,66.2257717216755,66.226,AUS,Australia and New Zealand,Australia and New Zealand,1,405,6.115444025357347,6.115422945670884
155,Australia,Dharug,153.728156050681,153.728,AUS,Australia and New Zealand,Australia and New Zealand,1,91,0.5919540202511709,0.5919546211490424
156,Australia,Diamantina,5135.60252020571,5135.603,AUS,Australia and New Zealand,Australia and New Zealand,1,10,0.0019471911933712977,0.0019471910114547406
157,Australia,Dinden,211.911113607055,211.911,AUS,Australia and New Zealand,Australia and New Zealand,1,97,0.45773908856836215,0.4577393339656743
158,Australia,Dirk Hartog Island,629.268450508999,592.221,AUS,Australia and New Zealand,Australia and New Zealand,1,129,0.20499994858419365,0.21782408931800798
159,Australia,Djiru,42.0104848802874,42.01,AUS,Australia and New Zealand,Australia and New Zealand,1,29,0.6903038630151037,0.6903118305165438
160,Australia,Djukbinj,557.808962094175,551.162,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.003585456914301674,0.0036286971888482874
161,Australia,Dooragan,10.9880131566877,10.988,AUS,Australia and New Zealand,Australia and New Zealand,1,59,5.3694875641908455,5.3694939934473975
162,Australia,Dorrigo,118.0740945317,118.074,AUS,Australia and New Zealand,Australia and New Zealand,1,458,3.8789202815105073,3.8789233870284736
163,Australia,Douglas-Apsley,158.461484849157,158.461,AUS,Australia and New Zealand,Australia and New Zealand,1,91,0.5742720389539763,0.574273796076006
164,Australia,Drovers Cave,25.7302695407751,25.73,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.07772946166889443,0.0777302759424796
165,Australia,Dryander,132.804352632894,130.683,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.007529873683916534,0.007652104711400871
166,Australia,Drysdale River,4502.86760033266,4502.868,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.000222080702511911,0.0002220806828003841
167,Australia,Dularcha,4.72142282004904,4.721,AUS,Australia and New Zealand,Australia and New Zealand,1,13,2.753407287480551,2.753653886888371
168,Australia,Elsey,0.844465206565704,0.844,AUS,Australia and New Zealand,Australia and New Zealand,1,29,34.341260924103736,34.360189573459714
169,Australia,Elsey,138.951447161456,138.951,AUS,Australia and New Zealand,Australia and New Zealand,1,111,0.7988401867525889,0.7988427575188376
170,Australia,Errinundra,401.726111963984,401.726,AUS,Australia and New Zealand,Australia and New Zealand,1,12,0.029871097851552744,0.029871106176846907
171,Australia,Eubenangee Swamp,19.4158610174471,19.416,AUS,Australia and New Zealand,Australia and New Zealand,1,21,1.081589942425391,1.0815822002472189
172,Australia,Eucla,38.0469526888706,35.227,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.07884994166372628,0.08516194964090046
173,Australia,Eungella,603.247086218154,603.247,AUS,Australia and New Zealand,Australia and New Zealand,1,276,0.457523967053509,0.45752403244442164
174,Australia,Eurimbula,233.954066297708,233.11,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.004274343318006252,0.004289820256531251
175,Australia,Eurobodalla,30.3711167291866,28.726,AUS,Australia and New Zealand,Australia and New Zealand,1,393,12.939925900792694,13.68098586646244
176,Australia,Everlasting Swamp,17.745958950762,17.746,AUS,Australia and New Zealand,Australia and New Zealand,1,58,3.268349721811428,3.268342161613885
177,Australia,Expedition (Limited Depth),1098.27416700341,1098.274,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.003642077834639245,0.003642078388453155
178,Australia,Family Islands,6.31329892900152,4.549,AUS,Australia and New Zealand,Australia and New Zealand,1,44,6.969414959566761,9.672455484721915
179,Australia,Finke Gorge,95.203260411548,95.203,AUS,Australia and New Zealand,Australia and New Zealand,1,330,3.466267841809875,3.4662773231935966
180,Australia,Finke Gorge,359.766263539231,359.766,AUS,Australia and New Zealand,Australia and New Zealand,1,104,0.2890765770444711,0.2890767888016099
181,Australia,Fitzgerald River,2956.10018588214,2913.439,AUS,Australia and New Zealand,Australia and New Zealand,1,117,0.039579172775934056,0.040158726508432135
182,Australia,Fitzroy Island,3.09797833607422,3.032,AUS,Australia and New Zealand,Australia and New Zealand,1,83,26.791665723905027,27.37467018469657
183,Australia,Flinders Chase,347.25664223527,344.232,AUS,Australia and New Zealand,Australia and New Zealand,1,1911,5.503134476273826,5.551488530990727
184,Australia,Forest Grove,13.8210091871869,13.821,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.0723536166177412,0.07235366471311772
185,Australia,Fort Lytton,0.12899119002387,0.119,AUS,Australia and New Zealand,Australia and New Zealand,1,1109,8597.486384882393,9319.327731092437
186,Australia,Fortis Creek,79.3696496786555,79.37,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.012599274458797632,0.012599218848431397
187,Australia,Forty Mile Scrub,63.413656683039,63.414,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.06307789534978613,0.0630775538524616
188,Australia,Francois Peron,533.683619043905,521.616,AUS,Australia and New Zealand,Australia and New Zealand,1,144,0.2698227842517936,0.2760651513757247
189,Australia,Franklin-Gordon Wild Rivers,4638.48656742042,4629.027,AUS,Australia and New Zealand,Australia and New Zealand,1,630,0.13582016264204877,0.13609771556744
190,Australia,French Island,103.389515734952,100.212,AUS,Australia and New Zealand,Australia and New Zealand,1,31,0.29983697843668394,0.30934419031652893
191,Australia,Freshwater,1.56060588729249,1.561,AUS,Australia and New Zealand,Australia and New Zealand,1,2,1.2815535403815623,1.2812299807815504
192,Australia,Freycinet,168.753908041147,159.14,AUS,Australia and New Zealand,Australia and New Zealand,1,2036,12.06490577689949,12.793766494910143
